order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price
1705618,10/22/2019,13016,Surakarta,Jawa Tengah,P0303,BRAND_B,6,1045000
1702909,10/16/2019,16358,Jakarta Utara,DKI Jakarta,P0623,BRAND_B,10,695000
1731154,12/12/2019,14034,Jakarta Selatan,DKI Jakarta,P0170,BRAND_A,1,1325000
1699750,10/8/2019,15343,Yogyakarta,Yogyakarta,P0061,BRAND_A,2,3144000
1723432,11/29/2019,15453,Jakarta Selatan,DKI Jakarta,P1746,BRAND_H,2,289000
1701385,10/11/2019,18055,Jakarta Selatan,DKI Jakarta,P0002,BRAND_A,4,904000
1672786,7/16/2019,15507,Tangerang,Banten,P1771,BRAND_H,5,240000
1689334,9/6/2019,15249,Bekasi,Jawa Barat,P2094,BRAND_L,20,590000
1739824,12/26/2019,16496,Jakarta Timur,DKI Jakarta,P2770,BRAND_P,12,747000
1729900,12/11/2019,13297,Bogor,Jawa Barat,P1686,BRAND_H,72,376000
1706131,10/23/2019,14649,Jakarta Utara,DKI Jakarta,P0898,BRAND_C,1,740000
1722046,11/27/2019,15576,Bogor,Jawa Barat,P2447,BRAND_P,96,884000
1698076,10/3/2019,17634,Jakarta Selatan,DKI Jakarta,P1786,BRAND_H,2,1745000
1737007,12/22/2019,14093,Jakarta Pusat,DKI Jakarta,P1730,BRAND_H,1,450000
1679029,8/5/2019,17340,Tangerang,Banten,P0170,BRAND_A,4,1325000
1681642,8/13/2019,17419,Jakarta Selatan,DKI Jakarta,P4017,BRAND_W,4,1325000
1711783,11/5/2019,13517,Bogor,Jawa Barat,P1744,BRAND_H,4,1465000
1698730,10/6/2019,15502,Jakarta Pusat,DKI Jakarta,P0588,BRAND_B,2,5945000
1675915,7/26/2019,16317,Jakarta Selatan,DKI Jakarta,P3222,BRAND_S,2,2200000
1680688,8/11/2019,14013,Jakarta Barat,DKI Jakarta,P2555,BRAND_P,6,904000
1694569,9/25/2019,12477,Denpasar,Bali,P3077,BRAND_R,12,590000
1699813,10/8/2019,16279,Jakarta Pusat,DKI Jakarta,P2794,BRAND_P,2,747000
1734109,12/17/2019,16474,Jakarta Selatan,DKI Jakarta,P3591,BRAND_S,2,740000
1707676,10/27/2019,16930,Malang,Jawa Timur,P0735,BRAND_C,10,310000
1694182,9/22/2019,16686,Bogor,Jawa Barat,P3008,BRAND_R,1,1745000
1708720,10/30/2019,17511,Tangerang,Banten,P3933,BRAND_W,12,2200000
1726474,12/4/2019,15531,Bogor,Jawa Barat,P1674,BRAND_H,1,747000
1740889,12/27/2019,13780,Jakarta Timur,DKI Jakarta,P3589,BRAND_S,3,1465000
1667545,7/2/2019,16081,Jakarta Utara,DKI Jakarta,P1742,BRAND_H,12,590000
1723444,11/29/2019,18022,Jakarta Selatan,DKI Jakarta,P0132,BRAND_A,1,205000
1688422,9/3/2019,16053,Yogyakarta,Yogyakarta,P0519,BRAND_B,8,310000
1712479,11/6/2019,16753,Surakarta,Jawa Tengah,P0156,BRAND_A,1,2095000
1710577,11/1/2019,17509,Bekasi,Jawa Barat,P3128,BRAND_S,12,450000
1727281,12/6/2019,15965,Tangerang,Banten,P0122,BRAND_A,1,695000
1741570,12/29/2019,17827,Jakarta Barat,DKI Jakarta,P0098,BRAND_A,1,1325000
1740880,12/27/2019,16426,Jakarta Pusat,DKI Jakarta,P0085,BRAND_A,2,450000
1695451,9/26/2019,14298,Yogyakarta,Yogyakarta,P2715,BRAND_P,24,904000
1713310,11/7/2019,18160,Malang,Jawa Timur,P3215,BRAND_S,6,1325000
1740184,12/26/2019,14051,Jakarta Selatan,DKI Jakarta,P1681,BRAND_H,48,747000
1682983,8/16/2019,15704,Tangerang,Banten,P1891,BRAND_J,12,740000
1678570,8/2/2019,13955,Depok,Jawa Barat,P2906,BRAND_R,1,310000
1698607,10/4/2019,15652,Jakarta Selatan,DKI Jakarta,P4017,BRAND_W,2,1325000
1692958,9/18/2019,15059,Surakarta,Jawa Tengah,P1792,BRAND_H,1,1045000
1675603,7/25/2019,13988,Surabaya,Jawa Timur,P4009,BRAND_W,6,1045000
1721692,11/26/2019,16729,Jakarta Utara,DKI Jakarta,P2411,BRAND_P,24,149000
1734868,12/18/2019,17841,Jakarta Utara,DKI Jakarta,P2868,BRAND_R,1,904000
1733164,12/16/2019,13167,Tangerang,Banten,P4049,BRAND_W,4,747000
1723633,11/29/2019,17084,Jakarta Selatan,DKI Jakarta,P2769,BRAND_P,6,450000
1707739,10/28/2019,14096,Surakarta,Jawa Tengah,P3244,BRAND_S,1,873000
1738546,12/24/2019,14191,Bogor,Jawa Barat,P2938,BRAND_R,10,450000
1702447,10/15/2019,16464,Jakarta Selatan,DKI Jakarta,P2097,BRAND_L,1,590000
1716310,11/14/2019,17571,Surakarta,Jawa Tengah,P0187,BRAND_A,1,4195000
1699351,10/7/2019,15673,Jakarta Selatan,DKI Jakarta,P0125,BRAND_A,24,205000
1681231,8/12/2019,17213,Jakarta Pusat,DKI Jakarta,P4075,BRAND_W,6,904000
1679791,8/8/2019,17738,Jakarta Pusat,DKI Jakarta,P2410,BRAND_P,24,113000
1687249,8/29/2019,13969,Surakarta,Jawa Tengah,P2877,BRAND_R,5,747000
1691797,9/15/2019,14895,Malang,Jawa Timur,P0238,BRAND_A,8,1745000
1705693,10/22/2019,17576,Tangerang,Banten,P1685,BRAND_H,2,747000
1673404,7/18/2019,13319,Yogyakarta,Yogyakarta,P2091,BRAND_L,10,590000
1732513,12/15/2019,14159,Jakarta Utara,DKI Jakarta,P2445,BRAND_P,1,205000
1692184,9/16/2019,14505,Jakarta Timur,DKI Jakarta,P2947,BRAND_R,1,2095000
1694917,9/25/2019,12621,Denpasar,Bali,P0114,BRAND_A,10,299000
1704637,10/20/2019,15154,Jakarta Selatan,DKI Jakarta,P0536,BRAND_B,1,450000
1707685,10/27/2019,15547,Depok,Jawa Barat,P0071,BRAND_A,4,695000
1678609,8/4/2019,16283,Jakarta Selatan,DKI Jakarta,P3583,BRAND_S,12,159000
1707649,10/27/2019,15555,Depok,Jawa Barat,P4057,BRAND_W,2,2445000
1706011,10/23/2019,14978,Jakarta Selatan,DKI Jakarta,P0791,BRAND_C,2,1745000
1698886,10/6/2019,15547,Depok,Jawa Barat,P0792,BRAND_C,1,747000
1732315,12/15/2019,18118,Jakarta Selatan,DKI Jakarta,P3481,BRAND_S,3,1745000
1696312,9/29/2019,17050,Bogor,Jawa Barat,P3020,BRAND_R,10,590000
1719556,11/22/2019,17730,Jakarta Pusat,DKI Jakarta,P2606,BRAND_P,12,450000
1687612,8/30/2019,12517,Denpasar,Bali,P3268,BRAND_S,12,450000
1736779,12/22/2019,18156,Malang,Jawa Timur,P0825,BRAND_C,1,450000
1732636,12/15/2019,16931,Jakarta Pusat,DKI Jakarta,P0753,BRAND_C,3,1500000
1723423,11/29/2019,17979,Bekasi,Jawa Barat,P0712,BRAND_C,4,534000
1742869,12/31/2019,17841,Jakarta Utara,DKI Jakarta,P1876,BRAND_J,1,149000
1671277,7/11/2019,12908,Jakarta Selatan,DKI Jakarta,P0263,BRAND_A,600,264000
1673848,7/18/2019,15530,Jakarta Barat,DKI Jakarta,P3194,BRAND_S,6,1150000
1734937,12/18/2019,14032,Yogyakarta,Yogyakarta,P2853,BRAND_R,48,639000
1742041,12/30/2019,13001,Malang,Jawa Timur,P0763,BRAND_C,4,1465000
1707988,10/28/2019,17652,Jakarta Pusat,DKI Jakarta,P2521,BRAND_P,4,1745000
1673869,7/18/2019,18283,Jakarta Selatan,DKI Jakarta,P0066,BRAND_A,1,747000
1710637,11/3/2019,17811,Malang,Jawa Timur,P2637,BRAND_P,1,450000
1705540,10/22/2019,13555,Jakarta Barat,DKI Jakarta,P0376,BRAND_B,18,1024000
1683283,8/19/2019,12474,Denpasar,Bali,P3588,BRAND_S,12,695000
1716886,11/17/2019,16686,Bogor,Jawa Barat,P2996,BRAND_R,4,310000
1668346,7/4/2019,15241,Jakarta Selatan,DKI Jakarta,P2942,BRAND_R,6,904000
1733347,12/16/2019,16549,Jakarta Pusat,DKI Jakarta,P0733,BRAND_C,2,310000
1742038,12/30/2019,18198,Surabaya,Jawa Timur,P1768,BRAND_H,12,240000
1728178,12/8/2019,15411,Jakarta Selatan,DKI Jakarta,P1780,BRAND_H,4,2200000
1669474,7/7/2019,16794,Surakarta,Jawa Tengah,P1742,BRAND_H,4,590000
1713724,11/8/2019,14592,Yogyakarta,Yogyakarta,P3132,BRAND_S,1,1745000
1686499,8/28/2019,13209,Bekasi,Jawa Barat,P0268,BRAND_A,24,240000
1730065,12/11/2019,16717,Surakarta,Jawa Tengah,P3250,BRAND_S,12,310000
1671934,7/14/2019,15700,Semarang,Jawa Tengah,P0525,BRAND_B,12,604000
1680916,8/12/2019,16511,Jakarta Selatan,DKI Jakarta,P2871,BRAND_R,1,2900000
1704973,10/21/2019,16778,Jakarta Pusat,DKI Jakarta,P3341,BRAND_S,24,205000
1740163,12/26/2019,18122,Jakarta Selatan,DKI Jakarta,P3185,BRAND_S,2,240000
1741561,12/29/2019,13521,Bandung,Jawa Barat,P0840,BRAND_C,2,310000
1711915,11/5/2019,17888,Yogyakarta,Yogyakarta,P0821,BRAND_C,12,310000
1729984,12/11/2019,17377,Jakarta Pusat,DKI Jakarta,P1898,BRAND_J,7,740000
1702429,10/15/2019,14859,Jakarta Selatan,DKI Jakarta,P2458,BRAND_P,8,604000
1737505,12/23/2019,17806,Yogyakarta,Yogyakarta,P3516,BRAND_S,29,310000
1741984,12/30/2019,17218,Malang,Jawa Timur,P2853,BRAND_R,12,740000
1734787,12/18/2019,18283,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,1,205000
1738360,12/24/2019,12748,Jakarta Utara,DKI Jakarta,P1884,BRAND_J,10,740000
1699225,10/7/2019,16984,Jakarta Pusat,DKI Jakarta,P3958,BRAND_W,6,520000
1677466,7/31/2019,13418,Bekasi,Jawa Barat,P0674,BRAND_C,12,159000
1724695,12/2/2019,16242,Jakarta Barat,DKI Jakarta,P2760,BRAND_P,6,590000
1734700,12/18/2019,14049,Surakarta,Jawa Tengah,P2793,BRAND_P,6,747000
1704511,10/20/2019,16931,Jakarta Pusat,DKI Jakarta,P0168,BRAND_A,1,1325000
1736569,12/22/2019,17769,Malang,Jawa Timur,P2793,BRAND_P,12,747000
1721599,11/26/2019,17495,Bandung,Jawa Barat,P3309,BRAND_S,12,450000
1716376,11/15/2019,16156,Malang,Jawa Timur,P3217,BRAND_S,4,1325000
1683586,8/19/2019,14796,Yogyakarta,Yogyakarta,P2900,BRAND_R,1,1045000
1727902,12/8/2019,16794,Surakarta,Jawa Tengah,P2865,BRAND_R,1,1045000
1699864,10/9/2019,15845,Bogor,Jawa Barat,P0158,BRAND_A,36,240000
1720747,11/25/2019,16633,Jakarta Selatan,DKI Jakarta,P2047,BRAND_L,4,1325000
1734124,12/17/2019,17338,Tangerang,Banten,P3250,BRAND_S,6,310000
1690615,9/11/2019,17841,Jakarta Utara,DKI Jakarta,P2086,BRAND_L,1,590000
1697296,10/1/2019,12526,Denpasar,Bali,P0310,BRAND_B,3,1745000
1737349,12/23/2019,17346,Purwokerto,Jawa Tengah,P3183,BRAND_S,2,240000
1687810,9/2/2019,17870,Surakarta,Jawa Tengah,P3057,BRAND_R,5,3494000
1671937,7/14/2019,17001,Malang,Jawa Timur,P0314,BRAND_B,20,159000
1716952,11/17/2019,14629,Jakarta Selatan,DKI Jakarta,P1805,BRAND_H,1,1500000
1695442,9/26/2019,16187,Jakarta Selatan,DKI Jakarta,P1891,BRAND_J,20,740000
1732648,12/15/2019,17841,Jakarta Utara,DKI Jakarta,P3504,BRAND_S,8,159000
1711465,11/4/2019,14096,Surakarta,Jawa Tengah,P2535,BRAND_P,2,1458000
1728160,12/8/2019,16726,Jakarta Pusat,DKI Jakarta,P0125,BRAND_A,1,205000
1721692,11/26/2019,16729,Jakarta Utara,DKI Jakarta,P0201,BRAND_A,7,159000
1718596,11/20/2019,17841,Jakarta Utara,DKI Jakarta,P2781,BRAND_P,3,520000
1690120,9/10/2019,12569,Denpasar,Bali,P3011,BRAND_R,6,747000
1731892,12/13/2019,14593,Jakarta Pusat,DKI Jakarta,P0106,BRAND_A,1,450000
1727110,12/5/2019,13767,Jakarta Timur,DKI Jakarta,P1679,BRAND_H,192,660000
1736362,12/20/2019,13589,Bogor,Jawa Barat,P1803,BRAND_H,4,1745000
1720030,11/24/2019,13566,Jakarta Pusat,DKI Jakarta,P0428,BRAND_B,1,1500000
1708591,10/29/2019,17957,Yogyakarta,Yogyakarta,P0579,BRAND_B,2,884000
1716844,11/17/2019,17211,Tangerang,Banten,P1803,BRAND_H,3,1745000
1733236,12/16/2019,18139,Jakarta Barat,DKI Jakarta,P4125,BRAND_W,25,159000
1723444,11/29/2019,18022,Jakarta Selatan,DKI Jakarta,P3340,BRAND_S,1,205000
1672414,7/15/2019,15825,Yogyakarta,Yogyakarta,P1742,BRAND_H,12,590000
1713817,11/10/2019,13878,Jakarta Pusat,DKI Jakarta,P0677,BRAND_C,6,2200000
1716934,11/17/2019,14035,Bogor,Jawa Barat,P3510,BRAND_S,4,747000
1713637,11/8/2019,12856,Surakarta,Jawa Tengah,P0797,BRAND_C,2,747000
1731151,12/12/2019,14191,Bogor,Jawa Barat,P4020,BRAND_W,24,450000
1677385,7/31/2019,17238,Jakarta Timur,DKI Jakarta,P0066,BRAND_A,1,747000
1714300,11/11/2019,13015,Bogor,Jawa Barat,P4141,BRAND_W,25,159000
1693603,9/19/2019,12748,Jakarta Utara,DKI Jakarta,P0840,BRAND_C,3,310000
1684189,8/21/2019,13458,Bekasi,Jawa Barat,P1906,BRAND_J,10,740000
1730797,12/12/2019,15443,Depok,Jawa Barat,P0119,BRAND_A,3,303000
1677397,7/31/2019,15053,Jakarta Barat,DKI Jakarta,P0121,BRAND_A,1,590000
1711993,11/5/2019,16362,Jakarta Selatan,DKI Jakarta,P2763,BRAND_P,1,590000
1737502,12/23/2019,16800,Jakarta Selatan,DKI Jakarta,P0155,BRAND_A,2,1745000
1730557,12/11/2019,16809,Yogyakarta,Yogyakarta,P2092,BRAND_L,10,590000
1671835,7/14/2019,13089,Jakarta Timur,DKI Jakarta,P3442,BRAND_S,12,590000
1680637,8/9/2019,14722,Yogyakarta,Yogyakarta,P3019,BRAND_R,2,345000
1695364,9/26/2019,14239,Yogyakarta,Yogyakarta,P3008,BRAND_R,6,1745000
1682329,8/15/2019,13995,Jakarta Selatan,DKI Jakarta,P1741,BRAND_H,12,1045000
1706110,10/23/2019,12748,Jakarta Utara,DKI Jakarta,P0889,BRAND_C,1,695000
1677601,8/1/2019,13291,Jakarta Barat,DKI Jakarta,P3019,BRAND_R,2,345000
1727095,12/5/2019,16094,Jakarta Pusat,DKI Jakarta,P1778,BRAND_H,4,1325000
1690108,9/10/2019,13394,Jakarta Pusat,DKI Jakarta,P3079,BRAND_R,10,79000
1738816,12/25/2019,15024,Yogyakarta,Yogyakarta,P0126,BRAND_A,3,205000
1705594,10/22/2019,16713,Yogyakarta,Yogyakarta,P3188,BRAND_S,2,159000
1679596,8/7/2019,14409,Jakarta Barat,DKI Jakarta,P2949,BRAND_R,25,159000
1709692,10/31/2019,17813,Malang,Jawa Timur,P1797,BRAND_H,2,747000
1668607,7/4/2019,14606,Jakarta Barat,DKI Jakarta,P2036,BRAND_L,2,450000
1715572,11/13/2019,15468,Jakarta Barat,DKI Jakarta,P3621,BRAND_S,4,2095000
1671958,7/15/2019,15076,Jakarta Selatan,DKI Jakarta,P3354,BRAND_S,24,450000
1679473,8/6/2019,17576,Tangerang,Banten,P1975,BRAND_L,12,590000
1677181,7/31/2019,15738,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,24,205000
1722721,11/28/2019,15998,Bandung,Jawa Barat,P0232,BRAND_A,6,450000
1701601,10/14/2019,16460,Jakarta Utara,DKI Jakarta,P0375,BRAND_B,12,450000
1695358,9/26/2019,16722,Bekasi,Jawa Barat,P4113,BRAND_W,25,159000
1680319,8/8/2019,17554,Jakarta Selatan,DKI Jakarta,P2889,BRAND_R,1,2987000
1725916,12/4/2019,14188,Bekasi,Jawa Barat,P1910,BRAND_J,20,740000
1741447,12/29/2019,16033,Yogyakarta,Yogyakarta,P0126,BRAND_A,4,205000
1706026,10/23/2019,14298,Yogyakarta,Yogyakarta,P0737,BRAND_C,30,264000
1673875,7/18/2019,16161,Jakarta Barat,DKI Jakarta,P1914,BRAND_J,10,740000
1734124,12/17/2019,17338,Tangerang,Banten,P3374,BRAND_S,5,1500000
1721977,11/27/2019,15275,Bandung,Jawa Barat,P0807,BRAND_C,48,149000
1731757,12/13/2019,18034,Jakarta Pusat,DKI Jakarta,P3185,BRAND_S,4,240000
1705039,10/21/2019,14096,Surakarta,Jawa Tengah,P0164,BRAND_A,4,583000
1732315,12/15/2019,18118,Jakarta Selatan,DKI Jakarta,P2092,BRAND_L,2,590000
1673398,7/18/2019,14854,Jakarta Selatan,DKI Jakarta,P3596,BRAND_S,3,1745000
1724590,12/2/2019,15719,Jakarta Barat,DKI Jakarta,P0793,BRAND_C,24,79000
1683076,8/18/2019,16241,Jakarta Timur,DKI Jakarta,P2772,BRAND_P,1,450000
1733323,12/16/2019,16712,Surakarta,Jawa Tengah,P0575,BRAND_B,6,159000
1678570,8/2/2019,13955,Depok,Jawa Barat,P3546,BRAND_S,8,590000
1691773,9/15/2019,15984,Surakarta,Jawa Tengah,P4033,BRAND_W,1,904000
1674226,7/19/2019,17858,Jakarta Pusat,DKI Jakarta,P2517,BRAND_P,2,2637000
1699750,10/8/2019,15343,Yogyakarta,Yogyakarta,P3069,BRAND_R,6,1045000
1678093,8/2/2019,17735,Malang,Jawa Timur,P1912,BRAND_J,10,740000
1713925,11/11/2019,12475,Denpasar,Bali,P0310,BRAND_B,3,1745000
1683295,8/19/2019,14194,Purwokerto,Jawa Tengah,P1699,BRAND_H,12,450000
1721710,11/26/2019,14667,Jakarta Selatan,DKI Jakarta,P3945,BRAND_W,3,2900000
1735525,12/19/2019,16892,Surabaya,Jawa Timur,P0765,BRAND_C,1,1465000
1692499,9/17/2019,15089,Jakarta Selatan,DKI Jakarta,P3025,BRAND_R,10,590000
1689067,9/5/2019,17248,Tangerang,Banten,P2404,BRAND_P,2,113000
1701415,10/11/2019,17652,Jakarta Pusat,DKI Jakarta,P1910,BRAND_J,20,740000
1676101,7/26/2019,17920,Jakarta Selatan,DKI Jakarta,P3507,BRAND_S,2,159000
1704568,10/20/2019,14757,Purwokerto,Jawa Tengah,P0255,BRAND_A,24,604000
1712530,11/6/2019,17293,Semarang,Jawa Tengah,P0825,BRAND_C,4,450000
1671796,7/14/2019,13097,Tangerang,Banten,P3256,BRAND_S,1,1745000
1714327,11/11/2019,17049,Jakarta Utara,DKI Jakarta,P0332,BRAND_B,2,1325000
1680076,8/8/2019,18283,Jakarta Selatan,DKI Jakarta,P3291,BRAND_S,2,1465000
1704457,10/20/2019,16480,Jakarta Timur,DKI Jakarta,P2702,BRAND_P,1,149000
1724896,12/3/2019,17964,Tangerang,Banten,P1898,BRAND_J,1,740000
1675696,7/25/2019,14803,Jakarta Selatan,DKI Jakarta,P0628,BRAND_C,1,1745000
1684552,8/21/2019,18226,Jakarta Utara,DKI Jakarta,P1906,BRAND_J,10,740000
1720243,11/24/2019,16877,Purwokerto,Jawa Tengah,P3184,BRAND_S,10,240000
1711399,11/4/2019,16791,Jakarta Barat,DKI Jakarta,P0578,BRAND_B,3,884000
1708993,10/30/2019,18237,Jakarta Pusat,DKI Jakarta,P2968,BRAND_R,1,4475000
1718734,11/20/2019,16345,Bogor,Jawa Barat,P3103,BRAND_S,1,3494000
1690693,9/11/2019,16633,Jakarta Selatan,DKI Jakarta,P4045,BRAND_W,2,3494000
1742617,12/31/2019,18283,Jakarta Selatan,DKI Jakarta,P2420,BRAND_P,2,149000
1698916,10/7/2019,14110,Bogor,Jawa Barat,P4025,BRAND_W,4,1500000
1687099,8/29/2019,17692,Jakarta Barat,DKI Jakarta,P2807,BRAND_P,12,450000
1676626,7/29/2019,13301,Jakarta Barat,DKI Jakarta,P0047,BRAND_A,1,2795000
1708564,10/29/2019,16474,Jakarta Selatan,DKI Jakarta,P4071,BRAND_W,6,1045000
1724881,12/3/2019,17091,Tangerang,Banten,P1898,BRAND_J,10,740000
1740163,12/26/2019,18122,Jakarta Selatan,DKI Jakarta,P4012,BRAND_W,8,1024000
1703035,10/16/2019,15399,Jakarta Timur,DKI Jakarta,P2103,BRAND_L,10,590000
1710022,11/1/2019,12519,Denpasar,Bali,P3082,BRAND_R,6,1045000
1673236,7/17/2019,15750,Depok,Jawa Barat,P0568,BRAND_B,25,159000
1690654,9/11/2019,17757,Tangerang,Banten,P3588,BRAND_S,1,695000
1713313,11/7/2019,18130,Jakarta Selatan,DKI Jakarta,P0119,BRAND_A,12,303000
1726501,12/5/2019,16003,Depok,Jawa Barat,P3045,BRAND_R,12,450000
1674316,7/21/2019,15644,Surakarta,Jawa Tengah,P2094,BRAND_L,3,590000
1700929,10/11/2019,15382,Jakarta Pusat,DKI Jakarta,P1891,BRAND_J,20,740000
1674697,7/22/2019,17841,Jakarta Utara,DKI Jakarta,P0296,BRAND_B,2,310000
1741858,12/30/2019,15053,Jakarta Barat,DKI Jakarta,P0822,BRAND_C,12,149000
1736056,12/20/2019,16779,Jakarta Pusat,DKI Jakarta,P2932,BRAND_R,12,904000
1709089,10/30/2019,16843,Jakarta Pusat,DKI Jakarta,P3330,BRAND_S,4,1395000
1687675,8/30/2019,13451,Jakarta Timur,DKI Jakarta,P3275,BRAND_S,3,520000
1681753,8/13/2019,13827,Malang,Jawa Timur,P0708,BRAND_C,1,520000
1680772,8/11/2019,13340,Depok,Jawa Barat,P2494,BRAND_P,40,904000
1707109,10/25/2019,18217,Malang,Jawa Timur,P2584,BRAND_P,12,695000
1710733,11/3/2019,14514,Jakarta Barat,DKI Jakarta,P4080,BRAND_W,22,113000
1674583,7/22/2019,14583,Jakarta Pusat,DKI Jakarta,P3497,BRAND_S,5,86000
1740829,12/27/2019,16426,Jakarta Pusat,DKI Jakarta,P0071,BRAND_A,1,695000
1698073,10/3/2019,13871,Yogyakarta,Yogyakarta,P3013,BRAND_R,6,1745000
1734907,12/18/2019,16057,Tangerang,Banten,P2101,BRAND_L,10,590000
1710694,11/3/2019,16685,Jakarta Selatan,DKI Jakarta,P0875,BRAND_C,3,590000
1730773,12/12/2019,17419,Jakarta Selatan,DKI Jakarta,P2964,BRAND_R,4,1500000
1724479,12/2/2019,15870,Tangerang,Banten,P2443,BRAND_P,1,205000
